wheat,"['Northern America', 0.8256154312792983]"
wheat,"['Central Asia', 0.8053217518290021]"
wheat,"['Southern Europe', -0.8816308354142656]"
maize,"['World', -0.803771864087456]"
maize,"['Southern Africa', 0.8367031877156561]"
maize,"['Central Asia', 0.8255702018112842]"
maize,"['Eastern Asia', -0.8512817193774699]"
maize,"['Southern Asia', -0.84781824446138]"
soybeans,"['World', -0.7931263052318244]"
soybeans,"['Eastern Africa', -0.7836425198836501]"
soybeans,"['Southern Africa', -0.8143811579869441]"
soybeans,"['Central Asia', 0.9086872572321107]"
soybeans,"['Southern Asia', -0.8517346980825717]"
soybeans,"['South-Eastern Asia', 0.8799626586142093]"
barley,"['Northern America', 0.8286946877114629]"
barley,"['Central America', -0.7116552867829433]"
barley,"['Northern Europe', -0.8216474296417565]"
oil_palm_fruit,"['World', -0.8701900610054731]"
oil_palm_fruit,"['Central America', -0.9373711466244166]"
oil_palm_fruit,"['Caribbean', -0.836591059709859]"
oil_palm_fruit,"['South-Eastern Asia', -0.8989564062636619]"
oil_palm_fruit,"['Oceania', 0.8948400492367409]"
oil_palm_fruit,"['Melanesia', 0.704569004349464]"
bananas,"['World', -0.8771460231978044]"
bananas,"['Middle Africa', 0.7136869343177533]"
bananas,"['Southern Africa', 0.7060465494835175]"
bananas,"['Asia', -0.7744591734038393]"
bananas,"['Southern Asia', -0.8988832905711248]"
bananas,"['South-Eastern Asia', -0.8882065479707242]"
bananas,"['Southern Europe', 0.7849709683586907]"
bananas,"['Oceania', 0.7394494520729507]"
sorghum,"['Middle Africa', 0.7375522497890854]"
sorghum,"['Southern Africa', 0.7111785891313287]"
sorghum,"['Caribbean', 0.768661747171803]"
sorghum,"['Southern Asia', 0.8228985478719216]"
sorghum,"['South-Eastern Asia', 0.8318978318084747]"
potatoes,"['Middle Africa', 0.9210983502344592]"
potatoes,"['Northern America', 0.8427892577948646]"
potatoes,"['Central America', -0.7128531924546724]"
potatoes,"['Central Asia', 0.8172426633652681]"
potatoes,"['Southern Asia', -0.7814978812169763]"
potatoes,"['Northern Europe', -0.8601260281994914]"
potatoes,"['Southern Europe', -0.7402049589924794]"
potatoes,"['Oceania', -0.738903942848653]"
rapeseed,"['Southern Africa', -0.7771395978974566]"
rapeseed,"['Western Asia', 0.891274843672555]"
cassava,"['World', -0.8231307045101957]"
cassava,"['Eastern Asia', -0.7875005904980155]"
apples,"['World', 0.7180666214396457]"
apples,"['Eastern Africa', -0.7723458633767263]"
apples,"['Northern America', 0.9410033930834119]"
apples,"['Caribbean', -0.9371966445725737]"
apples,"['Central Asia', -0.8366013117207592]"
apples,"['Southern Asia', -0.8755809636719085]"
apples,"['Northern Europe', -0.7710209380052631]"
apples,"['Western Europe', -0.7096444340448026]"
apples,"['Oceania', -0.7520069262489425]"
oranges,"['Northern America', 0.7535292351957893]"
oranges,"['Central America', -0.7072837825970608]"
oranges,"['Southern Asia', -0.8838533633840863]"
tomatoes,"['World', -0.78843954151889]"
tomatoes,"['Eastern Africa', -0.7180801010074921]"
tomatoes,"['Southern Africa', 0.8919350793714726]"
tomatoes,"['Caribbean', -0.7252563111953622]"
tomatoes,"['Asia', -0.743857043335884]"
tomatoes,"['Central Asia', 0.883199720258076]"
tomatoes,"['Southern Asia', -0.7396799105218442]"
tomatoes,"['Southern Europe', -0.7265749920203617]"
tomatoes,"['Western Europe', -0.710159619570547]"
onions_dry,"['World', -0.8803848412664078]"
onions_dry,"['Caribbean', -0.9162284459034065]"
onions_dry,"['Central Asia', 0.7131631369593302]"
onions_dry,"['Southern Asia', -0.917874452182545]"
onions_dry,"['South-Eastern Asia', -0.7588109759822447]"
onions_dry,"['Southern Europe', -0.7917149948334107]"
onions_dry,"['Oceania', 0.889962644036536]"
oats,"['Asia', 0.7633404790695627]"
oats,"['Southern Asia', -0.7523632097843055]"
oats,"['Western Asia', -0.8704138635354738]"
oats,"['Southern Europe', 0.7773034125487704]"
tangerines_mandarins_clem,"['World', -0.8950626460686728]"
tangerines_mandarins_clem,"['Eastern Africa', -0.7703461528859737]"
tangerines_mandarins_clem,"['Central America', -0.8611423136562159]"
tangerines_mandarins_clem,"['Central Asia', 0.9149383592410782]"
tangerines_mandarins_clem,"['Eastern Asia', -0.7702808391030836]"
tangerines_mandarins_clem,"['Southern Europe', 0.7001227064111826]"
grapes,"['Eastern Africa', -0.76554514014358]"
grapes,"['Southern Africa', -0.8601550641107921]"
grapes,"['Northern America', -0.712146230277057]"
grapes,"['Central America', 0.7976011203549889]"
grapes,"['Asia', 0.8660214935159998]"
grapes,"['Southern Asia', -0.8319392258727913]"
grapes,"['South-Eastern Asia', -0.747358070577985]"
grapes,"['Southern Europe', -0.8183439414849163]"
grapes,"['Oceania', 0.8442556407429688]"
vegetables_fresh_nes,"['World', -0.7825220278176839]"
vegetables_fresh_nes,"['Southern Africa', -0.7340128609962182]"
vegetables_fresh_nes,"['Northern America', 0.7670372192647253]"
vegetables_fresh_nes,"['Central America', -0.916167935765355]"
vegetables_fresh_nes,"['Caribbean', -0.8265331634230537]"
vegetables_fresh_nes,"['Asia', -0.8497453055608896]"
vegetables_fresh_nes,"['South-Eastern Asia', -0.8798233751245506]"
vegetables_fresh_nes,"['Northern Europe', -0.742538628852856]"
vegetables_fresh_nes,"['Oceania', 0.7806402097664272]"
vegetables_fresh_nes,"['Polynesia', 0.8655503144324114]"
pears,"['Northern America', 0.8828392556762847]"
pears,"['Caribbean', -0.7311354917819866]"
pears,"['Asia', 0.747371330574295]"
pears,"['Northern Europe', -0.7336332327068953]"
rye,"['World', 0.8173092714990194]"
rye,"['Northern Europe', -0.8527687437559401]"
watermelons,"['World', -0.7912101756984199]"
watermelons,"['Americas', -0.7687055081971352]"
watermelons,"['Northern America', 0.7997744005341489]"
watermelons,"['Central America', -0.7810267962985981]"
watermelons,"['Asia', -0.892463210444279]"
watermelons,"['South-Eastern Asia', -0.872933142357694]"
watermelons,"['Southern Europe', -0.8403376157657675]"
watermelons,"['Western Europe', -0.7660049088251558]"
garlic,"['World', -0.7642706519473764]"
garlic,"['Eastern Africa', -0.8182301449278476]"
garlic,"['Central America', 0.8637261456792653]"
garlic,"['Caribbean', -0.778760078793175]"
garlic,"['Asia', -0.826597966292237]"
garlic,"['Southern Asia', -0.7779398423032097]"
garlic,"['South-Eastern Asia', 0.7728665793015604]"
garlic,"['Southern Europe', -0.8521037646216144]"
garlic,"['Western Europe', -0.765396989907402]"
pineapples,"['World', -0.882320316768902]"
pineapples,"['Southern Africa', -0.8845715890791624]"
pineapples,"['Northern America', 0.815050194438912]"
